game_pk,game_date,season,home_team,away_team,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,game_start_utc
530284,2018-06-02,2018,ATL,WSH,3,5,8,3,34,3,14,387,82.2,3,64,0.0469,0.2143,2018-06-02T20:10:00Z
530285,2018-06-03,2018,HOU,BOS,3,9,12,3,21,5,20,308,84.8,5,51,0.098,0.15,2018-06-03T23:35:00Z
530286,2018-06-03,2018,NYM,CHC,0,2,2,0,17,7,8,273,81.6,1,42,0.0238,0.0,2018-06-03T17:10:00Z
530287,2018-06-03,2018,SD,CIN,6,3,9,4,13,5,21,306,81.9,5,56,0.0893,0.1905,2018-06-03T22:10:00Z
530288,2018-06-03,2018,MIN,CLE,7,5,12,7,14,8,17,314,84.7,5,51,0.098,0.4118,2018-06-03T18:10:00Z
530289,2018-06-03,2018,COL,LAD,7,10,17,4,20,5,19,336,85.7,6,54,0.1111,0.2105,2018-06-03T19:10:00Z
530290,2018-06-03,2018,AZ,MIA,6,1,7,1,14,10,12,274,84.9,7,47,0.1489,0.0833,2018-06-03T20:10:00Z
530291,2018-06-03,2018,CWS,MIL,6,1,7,2,19,7,13,278,78.7,2,44,0.0455,0.1538,2018-06-03T18:10:00Z
530293,2018-06-03,2018,KC,ATH,1,5,6,2,16,6,11,250,84.2,2,47,0.0426,0.1818,2018-06-03T18:15:00Z
530294,2018-06-03,2018,SF,PHI,6,1,7,3,16,3,17,236,82.5,1,48,0.0208,0.1765,2018-06-03T20:05:00Z
530295,2018-06-03,2018,STL,PIT,5,0,5,1,18,5,8,264,84.7,3,42,0.0714,0.125,2018-06-03T18:15:00Z
530296,2018-06-03,2018,SEA,TB,2,1,3,0,24,2,9,254,82.4,1,37,0.027,0.0,2018-06-03T20:10:00Z
530297,2018-06-03,2018,LAA,TEX,3,1,4,2,12,7,9,285,82.4,2,47,0.0426,0.2222,2018-06-03T20:07:00Z
530298,2018-06-03,2018,DET,TOR,4,8,12,3,17,9,17,322,86.7,4,52,0.0769,0.1765,2018-06-03T17:10:00Z
530299,2018-06-03,2018,ATL,WSH,4,2,6,3,11,6,10,266,80.3,3,51,0.0588,0.3,2018-06-03T17:35:00Z
529619,2018-06-04,2018,DET,NYY,4,7,11,3,18,6,13,311,84.2,4,51,0.0784,0.2308,2018-04-14T17:10:00Z
529634,2018-06-04,2018,DET,NYY,4,2,6,1,18,9,15,292,86.9,7,48,0.1458,0.0667,2018-04-15T17:10:00Z
530300,2018-06-04,2018,SF,AZ,10,3,13,4,19,6,18,325,85.9,4,48,0.0833,0.2222,2018-06-05T02:10:00Z
530301,2018-06-04,2018,SD,ATL,11,4,15,4,11,7,22,308,85.1,5,62,0.0806,0.1818,2018-06-05T02:10:00Z
530302,2018-06-04,2018,LAA,KC,9,6,15,3,10,8,26,334,85.1,3,64,0.0469,0.1154,2018-06-05T02:07:00Z
529600,2018-06-05,2018,MIN,CWS,3,6,9,1,11,8,19,309,85.0,3,58,0.0517,0.0526,2018-04-14T00:10:00Z
530303,2018-06-05,2018,SF,AZ,2,3,5,0,16,6,17,288,80.9,2,56,0.0357,0.0,2018-06-06T02:15:00Z
530304,2018-06-05,2018,SD,ATL,1,14,15,4,12,10,22,329,85.4,4,61,0.0656,0.1818,2018-06-06T02:10:00Z
530305,2018-06-05,2018,NYM,BAL,1,2,3,0,16,5,9,265,80.9,1,45,0.0222,0.0,2018-06-05T23:10:00Z
530306,2018-06-05,2018,MIN,CWS,4,2,6,2,12,5,11,280,83.3,5,51,0.098,0.1818,2018-06-05T20:10:00Z
530307,2018-06-05,2018,CIN,COL,6,9,15,3,18,6,29,324,82.8,4,60,0.0667,0.1034,2018-06-05T23:10:00Z
530308,2018-06-05,2018,BOS,DET,6,0,6,2,12,8,13,254,85.4,4,48,0.0833,0.1538,2018-06-05T23:10:00Z
530309,2018-06-05,2018,LAA,KC,1,0,1,0,10,2,8,235,82.8,1,47,0.0213,0.0,2018-06-06T02:07:00Z
530310,2018-06-05,2018,PIT,LAD,0,5,5,3,19,3,14,295,85.1,3,48,0.0625,0.2143,2018-06-05T23:05:00Z
530311,2018-06-05,2018,STL,MIA,4,7,11,2,15,10,21,324,83.8,2,56,0.0357,0.0952,2018-06-06T00:15:00Z
530312,2018-06-05,2018,CLE,MIL,3,2,5,2,17,1,16,262,83.4,1,48,0.0208,0.125,2018-06-05T23:10:00Z
530313,2018-06-05,2018,TOR,NYY,2,7,9,4,18,3,12,279,82.5,3,46,0.0652,0.3333,2018-06-05T23:07:00Z
530314,2018-06-05,2018,TEX,ATH,7,4,11,6,11,9,18,292,82.3,7,57,0.1228,0.3333,2018-06-06T00:05:00Z
530315,2018-06-05,2018,CHC,PHI,1,6,7,1,10,8,17,280,83.9,2,60,0.0333,0.0588,2018-06-06T00:05:00Z
530316,2018-06-05,2018,HOU,SEA,1,7,8,3,13,2,17,257,84.5,5,55,0.0909,0.1765,2018-06-06T00:10:00Z
530317,2018-06-05,2018,WSH,TB,4,2,6,1,22,1,9,240,83.4,2,38,0.0526,0.1111,2018-06-05T23:05:00Z
530318,2018-06-06,2018,SF,AZ,5,4,9,2,25,8,21,345,86.3,5,51,0.098,0.0952,2018-06-06T19:45:00Z
530319,2018-06-06,2018,SD,ATL,3,1,4,1,24,6,11,275,82.2,2,37,0.0541,0.0909,2018-06-06T19:40:00Z
530320,2018-06-06,2018,NYM,BAL,0,1,1,0,12,4,10,249,82.2,2,49,0.0408,0.0,2018-06-06T17:10:00Z
530321,2018-06-06,2018,MIN,CWS,2,5,7,0,23,7,17,345,84.5,1,46,0.0217,0.0,2018-06-07T00:10:00Z
530322,2018-06-06,2018,CIN,COL,3,6,9,1,21,8,19,320,82.8,3,52,0.0577,0.0526,2018-06-06T23:10:00Z
530323,2018-06-06,2018,BOS,DET,7,1,8,2,10,3,19,307,82.3,3,60,0.05,0.1053,2018-06-06T23:10:00Z
530324,2018-06-06,2018,LAA,KC,4,3,7,2,21,9,18,297,85.5,3,46,0.0652,0.1111,2018-06-07T02:07:00Z
530325,2018-06-06,2018,PIT,LAD,11,9,20,2,11,18,18,367,80.6,3,54,0.0556,0.1111,2018-06-06T23:05:00Z
530326,2018-06-06,2018,STL,MIA,3,11,14,3,17,4,25,336,84.2,3,63,0.0476,0.12,2018-06-07T00:15:00Z
530327,2018-06-06,2018,CLE,MIL,3,1,4,0,24,7,15,304,85.2,2,41,0.0488,0.0,2018-06-06T17:10:00Z
530328,2018-06-06,2018,TOR,NYY,0,3,3,2,25,7,12,369,83.6,4,61,0.0656,0.1667,2018-06-06T23:07:00Z
530329,2018-06-06,2018,TEX,ATH,8,2,10,5,10,8,18,313,85.1,6,55,0.1091,0.2778,2018-06-07T00:05:00Z
530330,2018-06-06,2018,CHC,PHI,7,5,12,4,25,10,12,304,84.7,4,40,0.1,0.3333,2018-06-07T00:05:00Z
530331,2018-06-06,2018,HOU,SEA,7,5,12,4,13,8,24,301,83.4,3,57,0.0526,0.1667,2018-06-07T00:10:00Z
530332,2018-06-06,2018,WSH,TB,11,2,13,1,15,6,22,299,83.2,4,56,0.0714,0.0455,2018-06-06T17:05:00Z
530333,2018-06-07,2018,TOR,BAL,5,4,9,4,17,8,19,320,85.7,4,58,0.069,0.2105,2018-06-07T23:07:00Z
530334,2018-06-07,2018,MIN,CWS,7,2,9,3,16,3,15,229,85.7,4,47,0.0851,0.2,2018-06-07T17:10:00Z
530335,2018-06-07,2018,CIN,COL,7,5,12,1,20,8,23,388,83.1,1,73,0.0137,0.0435,2018-06-07T16:35:00Z
530336,2018-06-07,2018,BOS,DET,2,7,9,2,19,8,17,298,83.9,2,51,0.0392,0.1176,2018-06-07T23:10:00Z
530337,2018-06-07,2018,TEX,HOU,2,5,7,2,15,5,17,275,84.6,3,53,0.0566,0.1176,2018-06-08T00:05:00Z
530338,2018-06-07,2018,ATH,KC,4,1,5,2,14,1,13,227,83.1,4,48,0.0833,0.1538,2018-06-08T02:05:00Z
530339,2018-06-07,2018,PIT,LAD,7,8,15,5,18,6,22,342,83.2,6,58,0.1034,0.2273,2018-06-07T16:35:00Z
530340,2018-06-07,2018,STL,MIA,4,1,5,2,14,3,15,271,86.3,2,52,0.0385,0.1333,2018-06-07T17:15:00Z
530341,2018-06-07,2018,CHC,PHI,4,3,7,1,21,10,12,312,82.2,2,40,0.05,0.0833,2018-06-07T18:20:00Z
530342,2018-06-07,2018,TB,SEA,4,5,9,3,14,4,18,256,84.2,3,55,0.0545,0.1667,2018-06-07T23:10:00Z
530343,2018-06-08,2018,COL,AZ,4,9,13,6,14,6,22,290,86.2,7,61,0.1148,0.2727,2018-06-09T00:40:00Z
530344,2018-06-08,2018,LAD,ATL,7,3,10,6,15,4,14,263,84.1,6,47,0.1277,0.4286,2018-06-09T02:10:00Z
530345,2018-06-08,2018,TOR,BAL,5,1,6,3,9,5,18,267,85.8,2,56,0.0357,0.1667,2018-06-08T23:07:00Z
530346,2018-06-08,2018,BOS,CWS,0,1,1,0,22,2,9,246,82.3,0,40,0.0,0.0,2018-06-08T23:10:00Z
530347,2018-06-08,2018,DET,CLE,1,4,5,1,23,3,14,274,82.8,2,44,0.0455,0.0714,2018-06-08T23:10:00Z
530348,2018-06-08,2018,TEX,HOU,3,7,10,3,19,6,15,301,85.7,2,48,0.0417,0.2,2018-06-09T00:05:00Z
530349,2018-06-08,2018,ATH,KC,7,2,9,4,14,3,18,256,84.7,4,55,0.0727,0.2222,2018-06-09T02:05:00Z
530350,2018-06-08,2018,MIN,LAA,2,4,6,3,22,5,14,312,81.8,5,45,0.1111,0.2143,2018-06-09T00:10:00Z
530351,2018-06-08,2018,PHI,MIL,4,12,16,4,22,6,21,316,82.4,8,53,0.1509,0.1905,2018-06-08T23:05:00Z
530352,2018-06-08,2018,NYM,NYY,1,4,5,3,19,3,9,249,83.3,1,42,0.0238,0.3333,2018-06-08T23:10:00Z
530353,2018-06-08,2018,CHC,PIT,3,1,4,0,15,4,18,286,85.7,4,49,0.0816,0.0,2018-06-08T18:20:00Z
530354,2018-06-08,2018,MIA,SD,4,0,4,0,19,11,14,302,81.8,3,43,0.0698,0.0,2018-06-08T23:10:00Z
530355,2018-06-08,2018,WSH,SF,5,9,14,3,15,1,24,300,84.1,4,62,0.0645,0.125,2018-06-08T23:05:00Z
530356,2018-06-08,2018,TB,SEA,3,4,7,2,13,3,16,278,81.6,1,54,0.0185,0.125,2018-06-08T23:10:00Z
530357,2018-06-08,2018,CIN,STL,6,7,13,3,16,14,21,357,83.6,4,61,0.0656,0.1429,2018-06-08T23:10:00Z
530358,2018-06-09,2018,COL,AZ,7,12,19,6,19,6,22,341,85.0,6,55,0.1091,0.2727,2018-06-09T23:15:00Z
530359,2018-06-09,2018,LAD,ATL,3,5,8,1,20,3,20,284,84.8,2,51,0.0392,0.05,2018-06-10T01:10:00Z
530360,2018-06-09,2018,TOR,BAL,4,3,7,1,16,10,20,326,83.6,4,61,0.0656,0.05,2018-06-09T17:07:00Z
530361,2018-06-09,2018,BOS,CWS,4,2,6,2,22,6,14,268,82.3,3,42,0.0714,0.1429,2018-06-09T20:05:00Z
530362,2018-06-09,2018,DET,CLE,4,2,6,3,18,7,17,354,82.4,3,69,0.0435,0.1765,2018-06-09T20:10:00Z
530363,2018-06-09,2018,TEX,HOU,3,4,7,1,14,12,14,321,84.5,5,50,0.1,0.0714,2018-06-09T23:15:00Z
530364,2018-06-09,2018,ATH,KC,0,2,2,1,20,5,8,249,84.4,3,42,0.0714,0.125,2018-06-09T20:05:00Z
530365,2018-06-09,2018,MIN,LAA,1,2,3,2,16,3,13,288,83.6,0,48,0.0,0.1538,2018-06-09T18:10:00Z
530366,2018-06-09,2018,PHI,MIL,3,12,15,4,15,6,19,346,80.1,3,57,0.0526,0.2105,2018-06-09T17:05:00Z
530367,2018-06-09,2018,NYM,NYY,3,4,7,5,24,8,14,299,82.1,3,40,0.075,0.3571,2018-06-09T23:15:00Z
530368,2018-06-09,2018,CHC,PIT,2,0,2,0,14,6,7,263,85.2,1,44,0.0227,0.0,2018-06-09T18:20:00Z
530369,2018-06-09,2018,MIA,SD,4,5,9,2,19,6,19,320,82.8,3,52,0.0577,0.1053,2018-06-09T20:10:00Z
530370,2018-06-09,2018,WSH,SF,7,5,12,2,16,9,21,328,85.2,2,56,0.0357,0.0952,2018-06-09T16:05:00Z
530371,2018-06-09,2018,TB,SEA,7,3,10,1,11,6,20,274,82.9,2,57,0.0351,0.05,2018-06-09T20:10:00Z
530372,2018-06-09,2018,CIN,STL,4,6,10,5,21,9,17,336,85.2,6,50,0.12,0.2941,2018-06-09T20:10:00Z
530373,2018-06-10,2018,COL,AZ,3,8,11,1,21,8,18,318,84.9,4,50,0.08,0.0556,2018-06-10T19:10:00Z
530374,2018-06-10,2018,LAD,ATL,7,2,9,5,15,4,17,259,80.9,3,52,0.0577,0.2941,2018-06-10T20:10:00Z
530375,2018-06-10,2018,TOR,BAL,13,3,16,6,22,5,26,326,82.2,7,54,0.1296,0.2308,2018-06-10T17:07:00Z
530376,2018-06-10,2018,BOS,CWS,2,5,7,0,21,9,15,307,82.8,3,49,0.0612,0.0,2018-06-10T17:05:00Z
530377,2018-06-10,2018,DET,CLE,2,9,11,2,17,2,19,285,84.0,6,55,0.1091,0.1053,2018-06-10T17:10:00Z
530378,2018-06-10,2018,TEX,HOU,7,8,15,2,16,4,28,315,82.2,2,64,0.0312,0.0714,2018-06-10T19:05:00Z
530379,2018-06-10,2018,ATH,KC,3,2,5,2,13,5,14,239,77.6,3,51,0.0588,0.1429,2018-06-10T20:05:00Z
530380,2018-06-10,2018,MIN,LAA,7,5,12,2,13,10,18,295,82.2,3,55,0.0545,0.1111,2018-06-10T18:10:00Z
530381,2018-06-10,2018,PHI,MIL,4,3,7,0,20,5,12,281,81.2,0,45,0.0,0.0,2018-06-10T17:35:00Z
530382,2018-06-10,2018,NYM,NYY,2,0,2,1,22,4,8,274,79.3,1,37,0.027,0.125,2018-06-11T00:05:00Z
530383,2018-06-10,2018,CHC,PIT,1,7,8,1,18,8,13,326,82.5,1,48,0.0208,0.0769,2018-06-10T18:20:00Z
530384,2018-06-10,2018,MIA,SD,1,3,4,1,16,4,10,251,89.3,4,46,0.087,0.1,2018-06-10T17:10:00Z
530385,2018-06-10,2018,WSH,SF,0,2,2,1,16,8,8,279,81.9,2,43,0.0465,0.125,2018-06-10T20:05:00Z
530386,2018-06-10,2018,TB,SEA,4,5,9,4,18,3,15,309,82.7,3,49,0.0612,0.2667,2018-06-10T17:10:00Z
530387,2018-06-10,2018,CIN,STL,6,3,9,0,21,14,16,311,83.7,2,41,0.0488,0.0,2018-06-10T17:10:00Z
530388,2018-06-11,2018,BAL,BOS,0,2,2,0,26,11,11,366,84.9,1,56,0.0179,0.0,2018-06-11T23:05:00Z
530389,2018-06-11,2018,MIL,CHC,2,7,9,3,20,8,18,350,84.5,5,59,0.0847,0.1667,2018-06-12T00:10:00Z
530390,2018-06-11,2018,CWS,CLE,0,4,4,1,21,7,9,292,82.7,2,42,0.0476,0.1111,2018-06-12T00:10:00Z
530391,2018-06-11,2018,SEA,LAA,5,3,8,6,18,4,15,252,83.4,6,47,0.1277,0.4,2018-06-12T02:10:00Z
530392,2018-06-11,2018,AZ,PIT,9,5,14,1,15,6,18,285,85.2,4,52,0.0769,0.0556,2018-06-12T01:40:00Z
530393,2018-06-11,2018,STL,SD,5,2,7,4,14,3,16,286,83.6,5,52,0.0962,0.25,2018-06-12T00:15:00Z
530394,2018-06-11,2018,MIA,SF,7,5,12,2,16,7,16,296,81.2,6,51,0.1176,0.125,2018-06-11T23:10:00Z
530395,2018-06-11,2018,TB,TOR,8,4,12,2,16,5,17,262,85.6,2,50,0.04,0.1176,2018-06-11T23:10:00Z
530396,2018-06-12,2018,BAL,BOS,4,6,10,3,15,16,20,363,84.7,4,55,0.0727,0.15,2018-06-12T23:05:00Z
530397,2018-06-12,2018,MIL,CHC,4,0,4,0,18,5,9,290,80.4,0,41,0.0,0.0,2018-06-13T00:10:00Z
530398,2018-06-12,2018,KC,CIN,1,5,6,2,9,7,12,282,86.6,4,62,0.0645,0.1667,2018-06-13T00:15:00Z
530399,2018-06-12,2018,CWS,CLE,5,1,6,2,14,6,13,278,84.2,5,49,0.102,0.1538,2018-06-13T00:10:00Z
530400,2018-06-12,2018,PHI,COL,5,4,9,1,25,5,15,290,81.6,1,41,0.0244,0.0667,2018-06-12T23:05:00Z
530401,2018-06-12,2018,ATH,HOU,3,6,9,2,13,8,19,272,85.5,3,58,0.0517,0.1053,2018-06-13T02:05:00Z
530402,2018-06-12,2018,SEA,LAA,6,3,9,6,14,5,20,287,86.2,9,54,0.1667,0.3,2018-06-13T02:10:00Z
530403,2018-06-12,2018,DET,MIN,4,6,10,1,17,8,14,336,82.5,7,51,0.1373,0.0714,2018-06-12T23:10:00Z
530404,2018-06-12,2018,ATL,NYM,8,2,10,2,14,7,13,271,84.7,3,48,0.0625,0.1538,2018-06-12T23:35:00Z
530405,2018-06-12,2018,AZ,PIT,13,8,21,2,18,10,23,365,82.8,5,54,0.0926,0.087,2018-06-13T01:40:00Z
530406,2018-06-12,2018,STL,SD,2,4,6,1,18,0,12,230,82.4,1,47,0.0213,0.0833,2018-06-13T00:15:00Z
530407,2018-06-12,2018,MIA,SF,3,1,4,0,10,6,9,269,81.3,0,46,0.0,0.0,2018-06-12T23:10:00Z
530408,2018-06-12,2018,LAD,TEX,12,5,17,4,14,8,24,321,85.5,6,59,0.1017,0.1667,2018-06-13T02:10:00Z
530409,2018-06-12,2018,TB,TOR,4,1,5,1,11,6,12,253,86.7,5,50,0.1,0.0833,2018-06-12T23:10:00Z
530410,2018-06-12,2018,NYY,WSH,3,0,3,2,15,5,13,289,80.9,3,47,0.0638,0.1538,2018-06-12T23:05:00Z
530411,2018-06-13,2018,BAL,BOS,1,5,6,2,17,9,13,330,81.8,1,48,0.0208,0.1538,2018-06-13T19:05:00Z
530412,2018-06-13,2018,MIL,CHC,1,0,1,1,19,5,10,267,83.0,2,41,0.0488,0.1,2018-06-13T18:10:00Z
530413,2018-06-13,2018,KC,CIN,0,7,7,1,4,3,14,247,83.8,6,63,0.0952,0.0714,2018-06-14T00:15:00Z
530414,2018-06-13,2018,CWS,CLE,3,2,5,0,20,2,18,237,83.9,0,46,0.0,0.0,2018-06-14T00:10:00Z
530415,2018-06-13,2018,PHI,COL,2,7,9,3,19,5,18,289,83.4,2,52,0.0385,0.1667,2018-06-13T23:05:00Z
530416,2018-06-13,2018,ATH,HOU,5,13,18,7,21,10,21,328,84.0,7,53,0.1321,0.3333,2018-06-14T02:05:00Z
530417,2018-06-13,2018,SEA,LAA,8,6,14,5,21,6,27,330,84.8,8,54,0.1481,0.1852,2018-06-13T20:10:00Z
530418,2018-06-13,2018,DET,MIN,5,2,7,1,18,4,16,304,79.2,2,49,0.0408,0.0625,2018-06-13T23:10:00Z
530419,2018-06-13,2018,ATL,NYM,2,0,2,1,15,3,10,221,83.8,0,44,0.0,0.1,2018-06-13T16:10:00Z
530420,2018-06-13,2018,AZ,PIT,4,5,9,2,18,10,14,316,84.7,3,48,0.0625,0.1429,2018-06-13T19:40:00Z
530421,2018-06-13,2018,STL,SD,2,4,6,1,16,1,18,260,81.6,2,53,0.0377,0.0556,2018-06-14T00:15:00Z
530422,2018-06-13,2018,MIA,SF,5,4,9,1,14,8,21,308,82.4,3,57,0.0526,0.0476,2018-06-13T23:10:00Z
530423,2018-06-13,2018,LAD,TEX,3,2,5,1,21,15,14,360,80.5,5,53,0.0943,0.0714,2018-06-14T02:10:00Z
530424,2018-06-13,2018,TB,TOR,1,0,1,0,14,8,10,298,81.1,0,49,0.0,0.0,2018-06-13T17:10:00Z
530425,2018-06-13,2018,NYY,WSH,4,5,9,4,13,4,18,307,85.3,4,53,0.0755,0.2222,2018-06-13T23:05:00Z
530426,2018-06-14,2018,SEA,BOS,1,2,3,1,16,4,14,269,85.3,1,48,0.0208,0.0714,2018-06-15T02:10:00Z
530427,2018-06-14,2018,CWS,CLE,2,5,7,3,22,5,13,311,80.5,4,45,0.0889,0.2308,2018-06-14T18:10:00Z
530428,2018-06-14,2018,PHI,COL,9,3,12,3,17,5,16,308,83.4,5,48,0.1042,0.1875,2018-06-14T17:05:00Z
530429,2018-06-14,2018,ATH,HOU,3,7,10,3,12,4,18,258,84.4,3,58,0.0517,0.1667,2018-06-14T19:35:00Z
530430,2018-06-14,2018,DET,MIN,3,1,4,1,17,2,12,248,80.9,0,46,0.0,0.0833,2018-06-14T17:10:00Z
530431,2018-06-14,2018,AZ,NYM,6,3,9,7,17,6,12,268,83.8,4,42,0.0952,0.5833,2018-06-15T01:40:00Z
530432,2018-06-14,2018,ATL,SD,4,2,6,1,12,2,13,240,81.0,0,51,0.0,0.0769,2018-06-14T23:35:00Z
530433,2018-06-14,2018,MIA,SF,3,6,9,3,22,9,27,486,83.8,4,93,0.043,0.1111,2018-06-14T16:10:00Z
530434,2018-06-14,2018,NYY,TB,4,3,7,3,26,7,12,288,82.8,3,34,0.0882,0.25,2018-06-14T23:05:00Z
530435,2018-06-15,2018,SEA,BOS,7,6,13,3,17,8,20,315,84.1,4,55,0.0727,0.15,2018-06-16T02:10:00Z
530436,2018-06-15,2018,STL,CHC,5,13,18,6,12,8,23,338,82.5,7,63,0.1111,0.2609,2018-06-16T00:15:00Z
530437,2018-06-15,2018,PIT,CIN,3,2,5,0,14,6,13,285,81.9,3,50,0.06,0.0,2018-06-15T23:05:00Z
530438,2018-06-15,2018,TEX,COL,5,9,14,5,17,8,19,342,84.1,5,52,0.0962,0.2632,2018-06-16T00:05:00Z
530439,2018-06-15,2018,CWS,DET,3,4,7,2,14,4,22,292,81.5,1,60,0.0167,0.0909,2018-06-16T00:10:00Z
530440,2018-06-15,2018,KC,HOU,3,7,10,3,19,6,17,285,86.4,3,48,0.0625,0.1765,2018-06-16T00:15:00Z
530441,2018-06-15,2018,ATH,LAA,4,8,12,1,16,8,19,331,81.1,1,56,0.0179,0.0526,2018-06-16T01:35:00Z
530442,2018-06-15,2018,BAL,MIA,0,2,2,0,17,4,11,284,80.5,0,46,0.0,0.0,2018-06-15T23:05:00Z
530443,2018-06-15,2018,CLE,MIN,3,6,9,3,9,5,13,268,84.8,2,57,0.0351,0.2308,2018-06-15T23:10:00Z
530444,2018-06-15,2018,AZ,NYM,7,3,10,3,20,7,19,312,84.1,4,48,0.0833,0.1579,2018-06-16T01:40:00Z
530445,2018-06-15,2018,MIL,PHI,13,2,15,4,13,6,21,310,83.6,3,58,0.0517,0.1905,2018-06-16T00:10:00Z
530446,2018-06-15,2018,ATL,SD,3,9,12,3,16,8,20,270,86.2,1,55,0.0182,0.15,2018-06-15T23:35:00Z
530447,2018-06-15,2018,LAD,SF,3,2,5,3,17,3,10,271,86.9,5,45,0.1111,0.3,2018-06-16T02:10:00Z
530448,2018-06-15,2018,NYY,TB,5,0,5,1,16,6,13,266,85.3,1,45,0.0222,0.0769,2018-06-15T23:05:00Z
530449,2018-06-15,2018,TOR,WSH,6,5,11,3,16,4,20,276,82.2,4,53,0.0755,0.15,2018-06-15T23:07:00Z
530450,2018-06-16,2018,SEA,BOS,1,0,1,0,18,2,8,235,80.4,0,39,0.0,0.0,2018-06-17T00:15:00Z
530451,2018-06-16,2018,STL,CHC,3,6,9,3,15,12,19,309,83.5,4,57,0.0702,0.1579,2018-06-17T00:15:00Z
530452,2018-06-16,2018,PIT,CIN,6,2,8,5,9,7,17,282,85.3,5,59,0.0847,0.2941,2018-06-16T20:05:00Z
530453,2018-06-16,2018,TEX,COL,5,2,7,0,13,5,15,267,84.6,2,51,0.0392,0.0,2018-06-16T20:05:00Z
530454,2018-06-16,2018,CWS,DET,5,7,12,2,22,7,17,297,84.8,1,49,0.0204,0.1176,2018-06-16T18:10:00Z
530455,2018-06-16,2018,KC,HOU,2,10,12,2,21,5,16,299,85.0,2,48,0.0417,0.125,2018-06-16T18:15:00Z
530456,2018-06-16,2018,ATH,LAA,6,4,10,3,14,6,12,284,84.7,4,48,0.0833,0.25,2018-06-16T20:05:00Z
530457,2018-06-16,2018,BAL,MIA,4,5,9,3,14,5,19,281,82.3,4,56,0.0714,0.1579,2018-06-16T20:05:00Z
530458,2018-06-16,2018,CLE,MIN,3,9,12,3,11,4,23,277,87.5,4,64,0.0625,0.1304,2018-06-16T20:10:00Z
530459,2018-06-16,2018,AZ,NYM,1,5,6,1,16,5,16,291,84.1,2,54,0.037,0.0625,2018-06-17T02:10:00Z
530460,2018-06-16,2018,MIL,PHI,1,4,5,2,23,11,14,324,84.4,2,43,0.0465,0.1429,2018-06-16T20:10:00Z
530461,2018-06-16,2018,ATL,SD,1,0,1,1,20,1,9,244,80.5,1,40,0.025,0.1111,2018-06-16T21:10:00Z
530462,2018-06-16,2018,LAD,SF,3,1,4,2,12,8,10,269,83.8,2,48,0.0417,0.2,2018-06-17T00:15:00Z
530463,2018-06-16,2018,NYY,TB,4,1,5,3,17,5,13,271,80.6,4,45,0.0889,0.2308,2018-06-16T17:05:00Z
530464,2018-06-16,2018,TOR,WSH,2,0,2,1,19,4,7,271,81.2,3,39,0.0769,0.1429,2018-06-16T20:07:00Z
530465,2018-06-17,2018,SEA,BOS,3,9,12,4,15,6,21,312,83.9,6,59,0.1017,0.1905,2018-06-17T20:10:00Z
530466,2018-06-17,2018,STL,CHC,5,0,5,1,15,7,14,308,84.0,0,47,0.0,0.0714,2018-06-18T00:05:00Z
530467,2018-06-17,2018,PIT,CIN,6,8,14,4,19,5,24,298,83.1,8,56,0.1429,0.1667,2018-06-17T17:35:00Z
530468,2018-06-17,2018,TEX,COL,13,12,25,3,21,10,25,369,81.6,2,55,0.0364,0.12,2018-06-17T19:05:00Z
530469,2018-06-17,2018,CWS,DET,1,3,4,2,15,5,15,287,81.0,2,51,0.0392,0.1333,2018-06-17T18:10:00Z
530470,2018-06-17,2018,KC,HOU,4,7,11,2,14,7,21,251,84.7,4,56,0.0714,0.0952,2018-06-17T18:15:00Z
530471,2018-06-17,2018,ATH,LAA,6,5,11,4,19,9,16,328,82.8,9,59,0.1525,0.25,2018-06-17T20:05:00Z
530472,2018-06-17,2018,BAL,MIA,10,4,14,4,15,6,23,306,83.0,6,59,0.1017,0.1739,2018-06-17T17:05:00Z
530473,2018-06-17,2018,CLE,MIN,4,1,5,0,22,7,17,288,80.8,1,44,0.0227,0.0,2018-06-17T17:10:00Z
530474,2018-06-17,2018,AZ,NYM,3,5,8,2,17,9,16,322,83.1,2,51,0.0392,0.125,2018-06-17T20:10:00Z
530475,2018-06-17,2018,MIL,PHI,9,10,19,6,20,12,25,342,85.3,7,56,0.125,0.24,2018-06-17T18:10:00Z
530476,2018-06-17,2018,ATL,SD,4,1,5,1,28,4,13,298,82.1,1,36,0.0278,0.0769,2018-06-17T17:35:00Z
530477,2018-06-17,2018,LAD,SF,1,4,5,2,19,6,7,296,81.6,2,42,0.0476,0.2857,2018-06-17T20:10:00Z
530478,2018-06-17,2018,NYY,TB,1,3,4,1,23,5,18,259,82.1,1,46,0.0217,0.0556,2018-06-17T18:05:00Z
530479,2018-06-17,2018,TOR,WSH,8,6,14,4,16,5,28,331,85.6,5,60,0.0833,0.1429,2018-06-17T17:07:00Z
530046,2018-06-18,2018,WSH,NYY,2,4,6,1,20,9,16,326,82.7,5,48,0.1042,0.0625,2018-05-16T23:05:00Z
530480,2018-06-18,2018,LAA,AZ,4,7,11,5,16,6,22,316,86.0,5,59,0.0847,0.2273,2018-06-19T02:07:00Z
530481,2018-06-18,2018,CLE,CWS,6,2,8,2,16,9,15,308,81.9,4,49,0.0816,0.1333,2018-06-18T23:10:00Z
